########################################################
## Number of clusters: 4
########################################################
## Cluster: Noise
########################################################
## Size: 50
## Density correction factor: 1.0
## Generators:
##   Uniform Distribution (min=0.0, max=1.0)
##   Uniform Distribution (min=0.0, max=1.0)
##   Uniform Distribution (min=0.0, max=1.0)
##   Uniform Distribution (min=0.0, max=1.0)
##   Uniform Distribution (min=0.0, max=1.0)
## Discards: 3 Retries left: 1000
## Density correction factor estimation: 1.0480225988700567
########################################################
0.283766167555751 0.015077660173899998 0.040113944076050734 0.45458841142110595 0.48372725925469606 Noise
0.6451151459297862 0.29212219177622634 0.4705920342372336 0.9518826356995762 0.6080743995538603 Noise
0.36850528778340597 0.6569411782733573 0.79665767136083 0.7455250746528546 0.6987053244498281 Noise
0.2528761099431466 0.2541208770317287 0.6935094860527327 0.3964703947048859 0.05048668518822641 Noise
0.4895934196049846 0.5628703418824865 0.6693311131181116 0.044998584910728834 0.9118459201923595 Noise
0.13547654383305985 0.7869834289315271 0.16083414106181104 0.16734786015287328 0.8030913533511326 Noise
0.6819804960181518 0.5169124768583723 0.0028540471319198346 0.8885935339593253 0.6466480796959904 Noise
0.36589957730762723 0.08626653909967252 0.3280217414627211 0.5399689334670218 0.673367857289365 Noise
0.26510162502567214 0.22695818026462833 0.5456661048194626 0.6956023837466759 0.7400061476042478 Noise
0.30286218182655456 0.21398076015393797 0.2656227603276743 0.3164970913037035 0.9062701121788153 Noise
0.1698473304528444 0.9754884973979868 0.4689114295815071 0.9895839819538871 0.7344307386679545 Noise
0.4317096303154244 0.3180175620055913 0.3241013694331285 0.7904421709721412 0.781344761079406 Noise
0.8559636516850617 0.8178928055308408 0.2148568151436261 0.397583808462182 0.9764796932110544 Noise
0.8901921169315727 0.017356267116773738 0.4929883502358319 0.121762221561599 0.5959032436189633 Noise
0.6399120279046039 0.39708663686661194 0.592747346611185 0.5977456380132011 0.8287390156906758 Noise
0.6733333384787721 0.9319796522661177 0.8668300074990507 0.7696958390291383 0.4684311101131662 Noise
0.5965426986680392 0.4409450682315047 0.5032020077980347 0.5763283966214507 0.24697811998832064 Noise
0.38066664283349005 0.14135123261649374 0.6112536048241025 0.6815404273694161 0.252385175017098 Noise
########################################################
## Cluster: Cluster1
########################################################
## Size: 100
## Clipping: [0.00, 0.00, 0.00, 0.00, 0.00] - [1.00, 1.00, 1.00, 1.00, 1.00]
## Density correction factor: 1.0
## Generators:
##   Normal Distribution (mean=0.23, stddev=0.025)
##   Normal Distribution (mean=0.12, stddev=0.025)
##   Uniform Distribution (min=0.0, max=1.0)
##   Uniform Distribution (min=0.0, max=1.0)
##   Uniform Distribution (min=0.0, max=1.0)
## Discards: 1 Retries left: 1000
## Density correction factor estimation: 0.998587570621469
########################################################
0.25357623804823926 0.14169375404304657 0.18974452724026614 0.22512100373714872 0.013825963601259761 Cluster1
0.29309006436320917 0.11477441290157049 0.2433534763900237 0.33349442766085646 0.17817644532449506 Cluster1
0.26261094443528255 0.14288554357088862 0.055508073800393354 0.2998459489823636 0.7728666757269909 Cluster1
0.20032141714295437 0.14442569516048503 0.5445359524854977 0.38636343058821976 0.5125800270967402 Cluster1
0.2128136263884491 0.11067807170343288 0.32467302959321787 0.6782951844445473 0.7468906223898913 Cluster1
0.22529923689551787 0.11046558433053144 0.5366052202365046 0.5492718376592325 0.621789394259966 Cluster1
0.27418023341241726 0.12313413582835604 0.5671039315845378 0.49861806111123075 0.1074519372560141 Cluster1
0.2642688869541781 0.14589535776138152 0.66143883794137 0.18719715167815631 0.9958589947485963 Cluster1
0.22451409079988982 0.10875629813959355 0.6798461039717979 0.06106263583702687 0.9863324451110643 Cluster1
0.27439837279916346 0.13978970704170765 0.1808086859081638 0.4738508394135049 0.08727440192927749 Cluster1
0.21205319991409943 0.0940536455489109 0.24948770557798772 0.03804828781261882 0.6534867580957359 Cluster1
0.21302828146013386 0.1310018178907857 0.9084937362236729 0.4443013304830009 0.22762787829177056 Cluster1
0.25596262401740266 0.11028503247695809 0.5293051750492542 0.6577530741943735 0.2599483477337404 Cluster1
0.2538125639510164 0.09913968432115461 0.43364258168238634 0.30799852023635244 0.7596681403804134 Cluster1
0.21008937238366013 0.1457609600560262 0.44059693397479105 0.45145455676521185 0.8971696814831395 Cluster1
0.24477285025901893 0.09946066384520792 0.3996921627907033 0.508627285854067 0.559500939685581 Cluster1
0.20187562220315383 0.10381948036659559 0.9750213478027052 0.3940330609848225 0.2516775358080343 Cluster1
0.2281932183241389 0.1361436030460362 0.553574050559262 0.405466018960828 0.66763518039593 Cluster1
0.24128487543196042 0.11419085271949883 0.2572663433604879 0.9491484058970376 0.6770194653759866 Cluster1
0.17298418819381192 0.13222695891941758 0.1721252132959199 0.25329823311542365 0.09477191059850132 Cluster1
0.23391818503226808 0.0878724319354997 0.20096537825493854 0.8519245313684984 0.7991097235964858 Cluster1
0.23066879901982013 0.08535684996436299 0.7970408893295722 0.5094352548461949 0.06722900036847568 Cluster1
0.209758821260116 0.12872985737050371 0.7051616169319062 0.7764021345667147 0.5142664821712305 Cluster1
0.24011344503658388 0.1465046687583199 0.2698270636391802 0.9004171885003062 0.9776948682016092 Cluster1
0.2176698045352345 0.16306391867402167 0.29831557996086855 0.3987577918698957 0.8652921103749533 Cluster1
0.23599011781807228 0.11367100450601456 0.5452508316529701 0.4286073258218672 0.0628238654884169 Cluster1
0.2238924306896889 0.14613204065663332 0.46334630771972496 0.3200179246619297 0.7113005948175775 Cluster1
0.2522483286887091 0.1373089208651439 0.13551004980782544 0.5877014116735203 0.45210471793741736 Cluster1
0.21029946151893636 0.1439079815961903 0.18510073228608903 0.12283031090043395 0.05142396738632926 Cluster1
0.19054990464149382 0.13742191388632158 0.8601825364374094 0.6795696862125158 0.6889704405363989 Cluster1
0.20462302353750078 0.14196197367867303 0.563636419791556 0.1957885745067488 0.7850914880368746 Cluster1
0.2170956381806051 0.14676252270930099 0.014254984267711879 0.4810873942731788 0.10429822850140857 Cluster1
0.21577404804243544 0.12171655473396359 0.17973717266430933 0.8269184078411702 0.8137559964900927 Cluster1
0.2002847352735744 0.14398455245354333 0.14452921197133706 0.3594028591448102 0.0015048113787577977 Cluster1
0.22772874655713302 0.09736938324380237 0.3795047528122534 0.7270815361649972 0.1382576503638756 Cluster1
0.26616665785360033 0.14747353417603037 0.5082201906609985 0.2119651822805586 0.05819426225983759 Cluster1
0.2509542875715295 0.09360968023008243 0.6940172428801215 0.3815102273156 0.6623787864076062 Cluster1
0.20655361295426256 0.15084096817931808 0.327908573960221 0.9680804621156305 0.07173120187753912 Cluster1
0.23481370068338636 0.11287561192112364 0.13760576993254026 0.21875324666781015 0.6515824593461188 Cluster1
0.2180263083626087 0.13334086913169735 0.9075759459265976 0.5856994684132001 0.6124569237384316 Cluster1
0.2311446518903082 0.12846387358011396 0.3849266421719634 0.41474812547239337 0.6530774021531945 Cluster1
0.21999372699710695 0.07543727102235727 0.5830847312460511 0.2537236476088781 0.4557638262580209 Cluster1
0.20708878570328082 0.12054822364240955 0.33711237267381877 0.7477611093969289 0.1680059109306763 Cluster1
0.18167199940514256 0.12982802897999518 0.9106447083713654 0.2501419489631481 0.26575011671320314 Cluster1
0.27790858446495187 0.11503090162525079 0.01590683387599945 0.08540585891764851 0.37812135046305995 Cluster1
0.2055767698890441 0.12541972613308452 0.7776344959799324 0.8841884899837091 0.8371639748748693 Cluster1
0.24613636324742627 0.16278605713483674 0.12749639767330068 0.1313430510150252 0.8078472759960192 Cluster1
0.20359934319456394 0.12388517326850593 0.5963464357434576 0.5814832766487802 0.9729194633017778 Cluster1
0.20631991292591112 0.11447838743814676 0.7110245343510703 0.06567500527102588 0.3787549846694719 Cluster1
0.2778577089967245 0.09044260640781576 0.023148577561774353 0.2604469213056527 0.501349981664245 Cluster1
0.2655924528273802 0.1350959434120133 0.617439466070939 0.7742109283062647 0.9585513221777916 Cluster1
0.2251906162151584 0.09882482322298107 0.8591844040511356 0.1424553386600904 0.00591163296701136 Cluster1
0.2021363992679037 0.14315568156136474 0.879910845438809 0.8380392436986189 0.18254376140847295 Cluster1
0.26160152394569924 0.1080496359424007 0.825660649761581 0.3741348452684744 0.05123402115972364 Cluster1
0.17090960422857526 0.08083494338741035 0.455725096821886 0.2221812510878861 0.1347891001913214 Cluster1
0.21356892927763238 0.11267217296572596 0.674234046314501 0.7954342595708637 0.3098422121698886 Cluster1
0.20568688208357236 0.13560248398636982 0.10012186965412562 0.30211674117979737 0.9118964127179684 Cluster1
0.24845803593636961 0.0730142051265679 0.7638483749035933 0.7298063037070753 0.30576732597325584 Cluster1
0.19881295537424323 0.08173655948449358 0.924376961399071 0.15689251057263087 0.2885336295367983 Cluster1
0.25272419720994427 0.10872832332075077 0.4980729957975216 0.3117830728500951 0.04247524698363536 Cluster1
0.23515036578827997 0.14634093499391015 0.28361102232512847 0.8602021449194908 0.6844959736165289 Cluster1
0.2338476519035555 0.10859156704340962 0.32565197557152814 0.0018458174015605344 0.6365507215117536 Cluster1
0.2242145083099635 0.16958324644934508 0.21497224134367854 0.2547355990160386 0.5637702347155563 Cluster1
0.23328198226911218 0.13128731608164698 0.8313181529091623 0.10881204655583876 0.06447893178254738 Cluster1
0.23037712134543056 0.10429713831590158 0.525293319810236 0.6043413778841752 0.8320379688836331 Cluster1
0.2683941119684077 0.12219276829318158 0.5193081312012904 0.2766554756695294 0.09239475415896192 Cluster1
0.2503089787535039 0.11050424158813703 0.5209730433105254 0.8028498876780322 0.9367896175972378 Cluster1
0.18541324298729978 0.1340671996606792 0.469411294781248 0.5670242629432268 0.5081732676994961 Cluster1
0.27297160331915765 0.12490363629147472 0.13421999712690302 0.9631245133145387 0.3005871749201441 Cluster1
0.2104355013221367 0.15796647852140255 0.14139737057404056 0.44264720459712914 0.5376900129572091 Cluster1
0.23291548180545654 0.1195784458046578 0.07208302666384347 0.2160145971285642 0.6605515226540192 Cluster1
0.2013467642760098 0.14843352822876354 0.25052173017766255 0.23285249472881409 0.19408776897509095 Cluster1
0.2763091986967488 0.12615519773366188 0.48167163202252705 0.1829823939890216 0.4640289436427072 Cluster1
0.24105922102229171 0.135088015711913 0.13235615725228 0.533734780837976 0.6876747348696434 Cluster1
0.2541855921922276 0.13235527236149608 0.26105034437074803 0.6304910456686582 0.9403954368151934 Cluster1
0.22759951176406606 0.1474915595922304 0.17291096682413265 0.09588279368941366 0.5874979353028089 Cluster1
0.21914174640608977 0.12791900911830228 0.4655164858667996 0.3166256843169112 0.981504989392557 Cluster1
0.2552262021568521 0.10239939396650129 0.2790051440954444 0.6064343382941142 0.36216351449646245 Cluster1
0.2105107089358477 0.08775709656037942 0.5690021806530431 0.564348403492827 0.8084140720418446 Cluster1
0.22477342630440106 0.1176638270031214 0.5988309293189202 0.04459930314112737 0.19121163127281005 Cluster1
0.22675131175163668 0.10815254991195024 0.5864700860074588 0.9703651547954398 0.26038739286440826 Cluster1
0.2520597716568298 0.09399591685352104 0.6339972543116967 0.03634605556268733 0.49902721030385355 Cluster1
0.21122818584900555 0.11336899070063 0.08230993294189148 0.2285321177623043 0.7350942887900377 Cluster1
0.25347924214013634 0.12997008848387556 0.888003868986459 0.550973639544517 0.7562273225678718 Cluster1
0.22463413485732442 0.15453895604350654 0.859431305140709 0.9224048912159811 0.5482592025496796 Cluster1
0.26987661666741114 0.05416102855340556 0.4136909160610468 0.9567036363033495 0.4696911281936116 Cluster1
0.21963024747179832 0.11316030315631356 0.012148712634114323 0.44891025169431087 0.1193693624787806 Cluster1
0.21164901249870172 0.09408815644444872 0.21095844434507716 0.611761564677491 0.4584884121094456 Cluster1
0.2080210389946574 0.16754035763907188 0.04185868515243074 0.8658005351400441 0.6705332981753895 Cluster1
0.18431266581931677 0.12142952887397587 0.8088050248285816 0.9298426688987879 0.02114476457742187 Cluster1
0.22866441067411664 0.1306523933044768 0.7773282726132491 0.3167603574376744 0.432015432156054 Cluster1
0.20967103458132139 0.09993414750864554 0.4809734759507859 0.9831582772063417 0.23780888157077984 Cluster1
0.21019293646486117 0.08069330560876845 0.9511905323446106 0.9526270977370284 0.9547559533262828 Cluster1
0.21555243941582222 0.13043766081261235 0.09631373299002877 0.8418525156302405 0.7324329822143039 Cluster1
0.15771167475459774 0.16935979061985057 0.8916368701413443 0.6236350337545497 0.45236386898336356 Cluster1
0.19529341876387188 0.14685135079000422 0.313106938222773 0.7855034133172201 0.8241472352357554 Cluster1
0.2224556731135785 0.1530149647422051 0.9646008149734692 0.520001993321337 0.9383052775668669 Cluster1
0.23775346077327764 0.15896756391490044 0.6763911778113618 0.441340718902822 0.218325458021566 Cluster1
0.21117334445485494 0.09038699311676021 0.10885371965360391 0.856272147884538 0.734591026203887 Cluster1
0.22115216656165143 0.12577599108353926 0.6697645123827849 0.6260150781361925 0.586757470016854 Cluster1
########################################################
## Cluster: Cluster2
########################################################
## Size: 100
## Clipping: [0.00, 0.00, 0.00, 0.00, 0.00] - [1.00, 1.00, 1.00, 1.00, 1.00]
## Density correction factor: 1.0
## Generators:
##   Uniform Distribution (min=0.0, max=1.0)
##   Normal Distribution (mean=0.83, stddev=0.025)
##   Uniform Distribution (min=0.0, max=1.0)
##   Normal Distribution (mean=0.18, stddev=0.025)
##   Normal Distribution (mean=0.42, stddev=0.025)
## Discards: 0 Retries left: 1000
## Density correction factor estimation: 0.9887005649717515
########################################################
0.7578065518595254 0.8204221811486615 0.4210478513560387 0.14704739427859528 0.41836782971860864 Cluster2
0.18668507604247597 0.8667256474191685 0.23257112089959842 0.214168641704699 0.40672437154418034 Cluster2
0.8231259953855022 0.8291278325416528 0.5453482610219615 0.15705999388014638 0.4230296211073662 Cluster2
0.00867021095206344 0.7773660453870608 0.5448707569663944 0.21671997196396467 0.4532030404995751 Cluster2
0.4335308458232945 0.8119430448666708 0.3129174504618992 0.1567219931215671 0.4432592065137577 Cluster2
0.36964218012230543 0.8035145380568347 0.6792025343226884 0.18518462027267676 0.4067890991825731 Cluster2
0.6940452644488521 0.7986022186914583 0.04476945941847865 0.16429581513133823 0.4706385708280275 Cluster2
0.16184851626317254 0.8071379038850572 0.2873317456439958 0.19441796658041838 0.4033342025944712 Cluster2
0.9063872831948162 0.8519635529955891 0.5383121298644906 0.1846719106871676 0.4123384972699281 Cluster2
0.6070954900188134 0.8651382153652795 0.5946632370056598 0.21257414476091116 0.4042556253666739 Cluster2
0.08647872178206639 0.8444576481777651 0.37423066755983647 0.16113157261201055 0.3918100878806226 Cluster2
0.700119582480562 0.8400740183396851 0.024353421532876007 0.21442415802572046 0.41186632310502275 Cluster2
0.8758677644646702 0.8036588654587163 0.0015955267520044725 0.15855499232449793 0.4263181751268369 Cluster2
0.39786355367554005 0.8662375153333605 0.7579436201196809 0.1714475692875634 0.4108633978704099 Cluster2
0.0071301686605032 0.8387974455073223 0.3702083921662541 0.15597457476747 0.4117719403153061 Cluster2
0.630251908028235 0.8667019548564316 0.1538734338029928 0.1633977289154976 0.45905369970804977 Cluster2
0.2842981373173106 0.8184061613418736 0.03272195970269931 0.16360985170796807 0.3809519930177931 Cluster2
0.8288992836950536 0.7862417523041133 0.0826736147799425 0.1795036968760085 0.3981955513128932 Cluster2
0.573076963354402 0.8176787421228319 0.915944751201436 0.20121850158384372 0.46601665184519175 Cluster2
0.008613425781478612 0.8281346037431045 0.10829233808521277 0.15353835767881238 0.41375446647535513 Cluster2
0.20755426787188658 0.8353583906296339 0.25647562182290573 0.20820329337925764 0.4245088668041989 Cluster2
0.7708938780645032 0.7770456040547129 0.5771995964820016 0.1783314816267199 0.38355153199210607 Cluster2
0.23392053414619152 0.8417288103504288 0.4840402993229812 0.1665250381855991 0.3972482890652178 Cluster2
0.41032212130518086 0.8620096692479678 0.8020865011201191 0.15258753345497164 0.43691408920769975 Cluster2
0.0791567611511308 0.8289815049772303 0.4183796669303168 0.18428379654989907 0.3826858468202398 Cluster2
0.5283610026960519 0.8180454123754469 0.8296982674624237 0.1619767963010991 0.4299404911022009 Cluster2
0.18359358781773416 0.8665645803781983 0.9021504571090879 0.15398569118212457 0.4046380534696664 Cluster2
0.8323233324492555 0.8075789398809349 0.650310537214726 0.1706040302515579 0.44500087784652026 Cluster2
0.3287076731820331 0.8036661458478791 0.6310506992862049 0.206422406280451 0.41594793512108835 Cluster2
0.7109553125696816 0.8164477363127018 0.9803937404507197 0.19543176751256083 0.39813061055221166 Cluster2
0.36163390219019875 0.8841601942752201 0.24940881705144757 0.17940824859803822 0.4450606041676984 Cluster2
0.5261516866868321 0.8608572310167573 0.9740596720075468 0.14652575927568495 0.416362025777653 Cluster2
0.6298900858260195 0.8522206101312909 0.8690320972296796 0.16998797609374863 0.4547454793313423 Cluster2
0.5898496960073847 0.8279095356278424 0.890015342223018 0.17926395141389598 0.38740276441382265 Cluster2
0.1361191765863321 0.888992366121568 0.7335832511656312 0.16713380622850646 0.4215775937952473 Cluster2
0.4563309796707775 0.8342302026219623 0.059158033177395986 0.18241209615668308 0.4100942109520326 Cluster2
0.4737594102572985 0.819844534221981 0.31064759961333754 0.17425439912749108 0.4244168038507711 Cluster2
0.35631612107946176 0.8486071676198473 0.6169528273615601 0.14516478465098306 0.4291082374814173 Cluster2
0.3590886582522317 0.8300057890671653 0.24760394501501337 0.20170253425958523 0.45977281381334567 Cluster2
0.4368108546559274 0.8637723499341418 0.7407840998028674 0.16533310036620535 0.4345620087402036 Cluster2
0.7098125985665208 0.8078425426053807 0.30217405023504573 0.2078858333527789 0.43276086872259256 Cluster2
0.5092251377060338 0.8022463911738815 0.37513718221397807 0.2151201113727816 0.3987634493164087 Cluster2
0.9901612007936066 0.8307138818128597 0.05898500907713877 0.17842576352409015 0.47029970109729924 Cluster2
0.5105340136184812 0.8419227308987078 0.14943964050621017 0.17507146861643175 0.4164617491097462 Cluster2
0.030330429646385992 0.8444336364854323 0.30264021728989154 0.1887224971336225 0.4094848048198575 Cluster2
0.06399933110016565 0.8254204057867913 0.8604943272677956 0.1620846200175603 0.44086653064580467 Cluster2
0.8951917063120376 0.8635901634060504 0.7467939902662822 0.20460545934634702 0.4588293231732492 Cluster2
0.8061735609315354 0.794483615972369 0.172614076047237 0.16188775539652078 0.48409009689160176 Cluster2
0.11274404615403166 0.8554785676870359 0.15681654147962532 0.18738998069866675 0.4340163158003209 Cluster2
0.39762670433219083 0.8645159397909997 0.2058904123686599 0.1438210904277513 0.4302824575199864 Cluster2
0.7441906125301533 0.8764898969713378 0.06820724362664055 0.191502054394447 0.3725513666413 Cluster2
0.9312748631641569 0.8038133753560449 0.26169131629215914 0.20839169802764174 0.379962610237801 Cluster2
0.28028668926681155 0.8522521993745042 0.43946793666890005 0.19389602914008378 0.4461418720042836 Cluster2
0.32265970416995615 0.8418556473653935 0.8528069604972885 0.22343468000801442 0.39842281585796674 Cluster2
0.1563643438813821 0.8170250470835306 0.910320388867031 0.15472858632685704 0.46748596543386683 Cluster2
0.9424820603209567 0.814478937064916 0.4450915044280668 0.16673479153668425 0.3957591599227803 Cluster2
0.09294793969488135 0.8074930477533316 0.41570060604247305 0.19361966364383268 0.42050134629491154 Cluster2
0.41769643642583665 0.8206674054039256 0.31255483241225523 0.17145605204904937 0.46568434460697095 Cluster2
0.37001706550202884 0.7751316809190181 0.8627679438857828 0.1767678962924135 0.4578578540190338 Cluster2
0.07122417728119401 0.7872948564996128 0.7963355890133811 0.1458556099157734 0.4448948560319554 Cluster2
0.2387560317992472 0.798700299929248 0.37024031068871843 0.16557257768320266 0.39894901997058824 Cluster2
0.7326606374698783 0.8080251537734172 0.13065602352069483 0.17273952396418032 0.3723174279768189 Cluster2
0.751187062010003 0.8045652412921449 0.2328368448217506 0.21413623417620423 0.422680386309016 Cluster2
0.6771817603947382 0.8130937647630483 0.14966537268065738 0.19710647607557555 0.41374044865123166 Cluster2
0.4596722341528876 0.8034364748749091 0.6727384494873639 0.19149869397488015 0.4062424051919715 Cluster2
0.7342673992445337 0.8284099566298813 0.3650929175543356 0.18896331168516234 0.4508939800686032 Cluster2
0.39727390853103406 0.8485780521036228 0.5171432890154845 0.17059050895953562 0.4073312418134621 Cluster2
0.3520496444551606 0.7872569504717086 0.5560479349182745 0.15911837698208 0.42096715819373764 Cluster2
0.016887813213840475 0.8445474311260294 0.9667097154044489 0.170558657515796 0.43188745421993874 Cluster2
0.7603818899937018 0.8384394524016405 0.542444646713395 0.1807275582582927 0.4090530952194293 Cluster2
0.9405451308256961 0.8089326840398354 0.4425738869057321 0.1981938322355733 0.4514452483028788 Cluster2
0.7025571045743016 0.8533097050524076 0.8288375786777603 0.20678288677655168 0.43384096314502596 Cluster2
0.377073217103423 0.8296726479246689 0.29646260802165547 0.1541958264509626 0.42230616195193976 Cluster2
0.3115486402180856 0.8011000582307286 0.3655007326805503 0.1785964042106507 0.4315468539698124 Cluster2
0.4112944268696116 0.8918960799217229 0.6940753838026547 0.13253784506267952 0.39513006612397916 Cluster2
0.10440193962453148 0.8798454467325609 0.5410647746007863 0.15537107440489445 0.445286358377189 Cluster2
0.38413630384702613 0.812591559809816 0.8193925994200767 0.2189019839947116 0.3683094137733599 Cluster2
0.22378946249718712 0.8263827472630357 0.4117622685282931 0.20510751069302918 0.4131545346853648 Cluster2
0.6815557023857287 0.8352066879687293 0.3580102308159868 0.18765806834515697 0.4276550398791506 Cluster2
0.6377001626096811 0.8495498332158866 0.005266083231145413 0.19741653989623295 0.3956985152193798 Cluster2
0.17030385350756783 0.8509651517859258 0.9902647968073893 0.186898915791501 0.4058106935097257 Cluster2
0.1388379252117291 0.7938791135026857 0.684311680533717 0.14014637882215297 0.4122207815520729 Cluster2
0.5776603331911024 0.8738279602288057 0.9271774946308702 0.13991088645079253 0.3716612657177168 Cluster2
0.4897486389278425 0.7845863765751234 0.0919647645091809 0.16757673367232412 0.4229149820231279 Cluster2
0.4558495726260505 0.7956953164141403 0.7496212027313105 0.16597129279089373 0.4041658050154336 Cluster2
0.7162991280854691 0.8145161691016197 0.1548515547172734 0.1487545649644689 0.3904045670290829 Cluster2
0.22355801570825162 0.8547536447405765 0.4372321142811585 0.18728077228293108 0.43653261237385454 Cluster2
0.3423428450920959 0.8136243688308202 0.2243570811102843 0.1967498327746417 0.43338891755380443 Cluster2
0.688548179756927 0.8014903459335523 0.3002056224426948 0.2358602734105189 0.38320072738835154 Cluster2
0.7167936182087377 0.845737069584986 0.37328446339634935 0.15203928729602642 0.39745668304368464 Cluster2
0.5567038863704203 0.838320897744995 0.9341178063722079 0.161861243263769 0.4464409834205307 Cluster2
0.6485876764157331 0.7909209420462311 0.5244544360061094 0.1479029819605519 0.4107323689364363 Cluster2
0.6819444511766308 0.8424122252062144 0.5133064460226788 0.18218322882064406 0.36819814450455235 Cluster2
0.42596444347028173 0.8138045187559098 0.8090250247667155 0.19907473311008717 0.4045953207856154 Cluster2
0.24444787534516232 0.8568042479172745 0.00826185099768384 0.19730961427288854 0.43519671225450385 Cluster2
0.24808428822014483 0.7988247062913464 0.8798770063400354 0.14286843794863038 0.435959425274418 Cluster2
0.025782494598789674 0.7967954996440254 0.8711762052463969 0.15887264740128504 0.42236706293206894 Cluster2
0.8862969088358412 0.8134469003085579 0.8363062540817667 0.21153734562397536 0.41014675863566963 Cluster2
0.42124496029085323 0.8432636670920408 0.5736630820405804 0.22326963757536755 0.40751536397017596 Cluster2
0.4695713394663451 0.7860851923782531 0.6506895661486398 0.1750758341849212 0.4412308050801063 Cluster2
########################################################
## Cluster: Cluster3
########################################################
## Size: 100
## Clipping: [0.00, 0.00, 0.00, 0.00, 0.00] - [1.00, 1.00, 1.00, 1.00, 1.00]
## Density correction factor: 1.0
## Generators:
##   Normal Distribution (mean=0.83, stddev=0.025)
##   Normal Distribution (mean=0.42, stddev=0.025)
##   Normal Distribution (mean=0.13, stddev=0.025)
##   Normal Distribution (mean=0.52, stddev=0.025)
##   Normal Distribution (mean=0.77, stddev=0.025)
## Discards: 0 Retries left: 1000
## Density correction factor estimation: 0.9887005649717515
########################################################
0.8033762842458622 0.43436121586362275 0.115902439778027 0.489863793349764 0.8051488357911221 Cluster3
0.8169085994085804 0.42277364901962367 0.1353578871201697 0.536077161450905 0.7950159170992611 Cluster3
0.7816558936619573 0.40094919060434625 0.12602993673564677 0.49701246205653105 0.8099141856761047 Cluster3
